,image_name,xcoord,ycoord
158,SWC0002,1379.7775878333334,3988.2871806666667
159,SWC0002,1342.0736363846154,4046.8962872307684
160,SWC0002,1370.743632,4242.382191833333
161,SWC0002,1166.1725221,4411.165210000001
162,SWC0002,1090.1537146153846,4452.386962769231
163,SWC0002,1153.065353375,3425.1386511250003
164,SWC0002,975.8568836454546,3447.0377960909086
165,SWC0002,937.2500534,3404.437668875
166,SWC0002,859.0197032636363,3447.1473403636355
167,SWC0002,883.7718454833334,3562.2347540000005
168,SWC0002,980.3079147,3634.6682855
169,SWC0002,799.4336635285714,3306.5567912857146
170,SWC0002,801.8191935222222,3328.882927333333
171,SWC0002,672.4259643666667,3291.122637499999
172,SWC0002,413.3865225571429,3343.933111428571
173,SWC0002,650.2363823777778,3675.795674777778
174,SWC0002,811.2972920583333,3852.2354023333337
175,SWC0002,840.2298771769231,4288.622173461538
176,SWC0002,939.3746774000001,4220.980660714286
177,SWC0002,828.1439697399999,4489.089794900001
178,SWC0002,410.26831055,4222.6131592
179,SWC0002,229.56049416363638,3297.151722272727
180,SWC0002,290.2341744428571,3404.3460901428575
181,SWC0002,56.61317189666667,3734.619145833333
182,SWC0002,132.07512855000002,3960.8478037500004
183,SWC0002,205.6126641,3980.309719444445
184,SWC0002,272.5204119,3965.4044714285715
185,SWC0002,319.04859314000004,3919.4714051999995
186,SWC0002,379.27355652000006,3918.5361512000004
187,SWC0002,349.07771045833334,4025.5732421666667
188,SWC0002,310.6462543230769,4066.442185615385
189,SWC0002,195.71412935454546,4134.626070909091
190,SWC0002,150.40582887,4202.883087200001
191,SWC0002,30.609295845000002,4362.581909166666
192,SWC0002,69.684508894,4465.4697877
193,SWC0002,271.5849609384615,4801.478205692308
194,SWC0002,243.50451786666665,4884.347279833334
195,SWC0002,682.6013641374999,3740.8677405
196,SWC0002,1202.99031075,4364.9272005
197,SWC0002,854.3361282374999,3977.799819875
198,SWC0002,1383.4027621428572,3992.8902414285717
199,SWC0002,1261.6094795714287,3672.8695201428573
200,SWC0002,2656.913953642857,116.13325773571428
201,SWC0002,2325.389836583334,811.5818277916668
202,SWC0002,2050.330666230769,1480.8780517692308
203,SWC0002,2010.323197583333,1414.3908995833335
204,SWC0002,2131.76821525,1441.5219422500002
205,SWC0002,2163.013201071429,1507.6409215
206,SWC0002,2371.565114333334,1380.2177735833332
207,SWC0002,2370.7140926923084,1336.9321381538464
208,SWC0002,2420.7983312142856,1281.2143817857143
209,SWC0002,2519.2586235000003,1445.2507325000001
210,SWC0002,2638.1099599166664,1324.4788206666667
211,SWC0002,2677.7260998333336,1231.4811604166669
212,SWC0002,2706.7403477142857,1257.2012417142855
213,SWC0002,2743.8297859285713,1617.8468715
214,SWC0002,2852.8841807500007,1521.0408427500004
215,SWC0002,2872.633008571429,1557.0118583571425
216,SWC0002,2918.1787516666673,1612.96384
217,SWC0002,3144.7325003571427,1579.053440714286
218,SWC0002,2006.8076719166665,1506.2775574999998
219,SWC0002,2670.708964,1331.763570333333
220,SWC0002,2131.3765513333337,1441.6057739999999
221,SWC0002,2918.746582,1613.0252076666668
222,SWC0002,2043.1269776666668,3067.6158691333335
223,SWC0002,2182.6721803636365,3181.6835492727273
224,SWC0002,2182.2365076250003,3159.317169
225,SWC0002,2356.659816285714,3093.4169747142855
226,SWC0002,2359.624762066667,3140.4911214666663
227,SWC0002,2688.8517741333335,2934.413061533334
228,SWC0002,2621.3356628,3027.3598633
229,SWC0002,2814.6207155333336,2232.2808798
230,SWC0002,2571.095966076923,2404.062532923077
231,SWC0002,2552.61666,2437.485565357143
232,SWC0002,2410.406856,2262.5906067857145
233,SWC0002,2439.0917314285716,2297.5499617142855
234,SWC0002,2346.3297303333334,2399.116902733333
235,SWC0002,2343.199109785714,2442.2307478571424
236,SWC0002,1984.179285285714,2478.048182928572
237,SWC0002,2021.4651610714286,2383.656119142857
238,SWC0002,1850.9548096,2071.9761617333334
239,SWC0002,1974.3490202222222,1832.3531645555558
240,SWC0002,2007.865602375,1835.357668
241,SWC0002,2089.9104954285713,1784.330253642857
242,SWC0002,2136.4405424615384,1844.782784
243,SWC0002,2363.653671333333,2165.452389916667
244,SWC0002,2454.038152083333,2115.58619175
245,SWC0002,2356.3788867857147,2063.289906142857
246,SWC0002,2356.3784297692305,1733.5754240769236
247,SWC0002,2359.4092517857143,1769.7389701428567
248,SWC0002,2467.957811571429,1698.8445270714285
249,SWC0002,2498.5683725000004,1715.6504272142859
250,SWC0002,2421.678096214286,1842.0844695714284
251,SWC0002,2648.4388206363633,1734.904721363636
252,SWC0002,2694.7678224285714,1827.947181714286
253,SWC0002,2596.1340056363633,1776.4087802727272
254,SWC0002,2618.394531285714,1833.5731812142856
255,SWC0002,2537.3686784285715,1833.8601130000002
256,SWC0002,2513.8173522142856,1888.3157087142856
257,SWC0002,2511.2458252666675,1938.2070576666665
258,SWC0002,2560.298351090909,1954.0623529999998
259,SWC0002,2563.8549934285716,2007.2879878571425
260,SWC0002,2523.770704142857,2052.438546428571
261,SWC0002,2510.863638230769,1986.6553369230771
262,SWC0002,2497.543848833333,2012.9322611666666
263,SWC0002,2469.9208374285713,2000.9470039999999
264,SWC0002,2768.240922454546,1981.4088829090906
265,SWC0002,2812.5732644545456,1977.180073090909
266,SWC0002,2820.719635,1944.2310790000001
267,SWC0002,3119.7099608666663,1850.5106648666667
268,SWC0002,3033.9866421428574,1816.818830285714
269,SWC0002,2862.9042103333336,1783.72314825
270,SWC0002,2996.0572840909085,1713.646279181818
271,SWC0002,2977.4980570000002,1739.6815275000001
272,SWC0002,2949.2094463571425,1692.5240717857143
273,SWC0002,2819.1763203333335,1943.9046173333334
274,SWC0002,2817.680674333333,3193.416890333334
275,SWC0002,2374.893659428572,2143.6167647142856
276,SWC0002,1886.170108875,2061.765484
277,SWC0002,2940.1224362499997,1641.9274501250002
278,SWC0002,2871.538235111111,1765.2717633333332
279,SWC0002,2013.1550098571427,1839.7797915714286
280,SWC0002,2187.4172690714286,3333.873046571428
281,SWC0002,2176.4226467142857,3484.338821428572
282,SWC0002,2179.5755158,3485.2332167
283,SWC0002,2380.7109026428575,3416.778680642857
284,SWC0002,2416.7963441,3569.0562287000002
285,SWC0002,2506.2229309285717,3776.129213785715
286,SWC0002,2416.4124669999997,3823.819554
287,SWC0002,2423.6170654999996,3863.8711775
288,SWC0002,2387.619398444444,3895.4926148888885
289,SWC0002,2269.2313122727273,3929.7954547272734
290,SWC0002,2231.3963429090904,4081.9107277272733
291,SWC0002,2389.6667569999995,3982.1580897142853
292,SWC0002,2401.105767111111,4124.536471999999
293,SWC0002,2507.450880444444,4102.999708444444
294,SWC0002,2476.902466,4175.402640142857
295,SWC0002,2471.317627142857,4252.044032571429
296,SWC0002,2411.508822888889,4286.213406
297,SWC0002,2557.2968291666666,4411.401173833333
298,SWC0002,2021.3162244615382,4262.787423923077
299,SWC0002,1969.5561649285714,4278.711325571429
300,SWC0002,1971.7380611666667,4351.701395833334
301,SWC0002,1948.8147255714287,4425.325596285714
302,SWC0002,2010.955987142857,4476.752302000001
303,SWC0002,2086.814902142857,4524.5858502857145
304,SWC0002,2012.1859590000001,4476.85470575
305,SWC0002,2344.5110204444445,4559.297078333333
306,SWC0002,2421.900065,4841.982421833333
307,SWC0002,2696.1629774444446,4692.876546111111
308,SWC0002,2648.8857868666664,4589.5349366
309,SWC0002,2646.4541681818187,4545.294023
310,SWC0002,2519.503800466666,4519.1926189333335
311,SWC0002,2628.804199333333,4420.871403
312,SWC0002,2805.784185272727,4655.5564740909085
313,SWC0002,2808.9098511111115,4561.546956444446
314,SWC0002,2869.3732806666667,4626.465942333333
315,SWC0002,2939.4891602,4526.460571266666
316,SWC0002,2845.836138,4395.379237571428
317,SWC0002,2944.0430054,4482.360205
318,SWC0002,2756.978454857143,4230.469683
319,SWC0002,2740.805384857143,4275.258405428572
320,SWC0002,2733.6374512499997,4099.447547874999
321,SWC0002,2742.881396533333,4028.3964722666665
322,SWC0002,2811.385881857143,4023.3431048571433
323,SWC0002,2812.5022958461536,4059.084280153846
324,SWC0002,2579.8371054,3828.633431
325,SWC0002,2664.4850871111107,3854.0975071111116
326,SWC0002,2707.4647258666673,3878.3750855333337
327,SWC0002,2738.8373169333336,3898.2335734
328,SWC0002,2777.8184163999995,3919.1266521999996
329,SWC0002,2862.7216798181817,3948.597401090909
330,SWC0002,2954.6235858333334,4207.4977161666675
331,SWC0002,3066.5747069999998,4352.900896142856
332,SWC0002,2918.1354417692305,3307.158352153846
333,SWC0002,3044.0740560000004,3552.7519268
334,SWC0002,2901.0405137777775,3567.9191622222224
335,SWC0002,2950.498116714286,3654.3156740000004
336,SWC0002,2906.4918348888887,3682.3651122222227
337,SWC0002,2907.1462927142857,3688.788155857143
338,SWC0002,2937.267852833333,3704.7661768333332
339,SWC0002,2975.684865333333,3739.7204971666665
340,SWC0002,2992.4682159999998,3781.330814375
341,SWC0002,2930.5184881818186,3817.884083181818
342,SWC0002,2929.329245909091,3843.7375099090914
343,SWC0002,3010.4408655714287,3815.0617415714287
344,SWC0002,3090.5024064285717,3860.182538714286
345,SWC0002,3135.478184285714,3980.3627231428572
346,SWC0002,3018.1948973333333,4036.255464866667
347,SWC0002,3079.2350416923073,4092.8323223846164
348,SWC0002,3021.4025880000004,4120.094706
349,SWC0002,3201.933436857143,4066.755536714286
350,SWC0002,3213.332234833333,4192.844279
351,SWC0002,3132.3712490909093,4295.974132181818
352,SWC0002,3209.01646425,4187.838829124999
353,SWC0002,3284.6191406000007,4289.658434999999
354,SWC0002,3341.602547928571,4260.212232214286
355,SWC0002,3446.1805147777777,4194.231791111112
356,SWC0002,3524.6003415714285,3577.4377878571427
357,SWC0002,3333.4684855,3766.205256333333
358,SWC0002,3302.072591333333,3800.3566609333334
359,SWC0002,3137.4626354545458,4380.543601272728
360,SWC0002,3481.978629466667,4396.191609733332
361,SWC0002,3453.3226561999995,4426.3609456
362,SWC0002,3415.6158854444448,4500.281290555556
363,SWC0002,3364.8338786,4550.575724333334
364,SWC0002,3260.5838896666664,4649.432888555555
365,SWC0002,3239.173272,4756.2918157777785
366,SWC0002,3587.5973957333335,4569.028824866667
367,SWC0002,3648.968638909091,4552.7731266363635
368,SWC0002,3671.8618671666663,4714.7080891666665
369,SWC0002,3668.8594748181818,4733.424150090908
370,SWC0002,3670.5729410666668,4789.5639242
371,SWC0002,3515.2135184285717,4718.986258285715
372,SWC0002,3410.638671818182,4756.365001363636
373,SWC0002,3238.5738177142853,4757.4706507142855
374,SWC0002,3556.1440348666665,4774.693098933333
375,SWC0002,3497.4919434444437,4822.194254555556
376,SWC0002,3495.9437952857143,4819.933785428571
377,SWC0002,3486.406494133333,4876.496232200001
378,SWC0002,3381.85513325,4866.436965999999
379,SWC0002,3413.3922555714284,3693.1717595000005
380,SWC0002,2938.5799092307693,3601.870577461538
381,SWC0002,3000.066543625,3694.0144995
382,SWC0002,3134.8485259999998,3981.59332275
383,SWC0002,3267.5519531000004,4195.10271
384,SWC0002,3446.608561166667,4195.567403166667
385,SWC0002,3414.6242270000002,4500.973246333334
386,SWC0002,3285.6045009285713,4803.645534
387,SWC0002,3463.119550357143,4757.9235055
388,SWC0002,3542.9675467142856,4833.796064071428
389,SWC0002,3067.7311198333337,4353.251953
390,SWC0002,2422.7990952500004,3697.2795104999996
391,SWC0002,2189.448638888889,3439.997011111111
392,SWC0002,2066.138341222222,3508.3408425555554
393,SWC0002,2461.206133142857,4330.0341447142855
394,SWC0002,2343.304204333333,4561.733744333334
395,SWC0002,2086.147288166667,4524.2700196666665
396,SWC0002,1971.7541351250002,4353.122238125
397,SWC0002,2473.4612079999997,4860.977722285715
398,SWC0002,3070.3182644444446,3527.5836454444443
399,SWC0002,3559.521972714286,3567.0511215714287
400,SWC0002,3333.679769,3767.371917833334
401,SWC0002,3067.056789777778,4049.8676487777775
402,SWC0002,3165.935719916666,4351.0198568333335
403,SWC0002,2473.127685666667,3848.0405373333338
404,SWC0002,2243.295349111111,3608.885989777778
405,SWC0002,1955.85346325,4432.4380035
406,SWC0002,2713.7157898,4700.4889406
407,SWC0002,2850.0354527142854,4395.638497428571
408,SWC0002,2762.891906833333,4233.737630333333
409,SWC0002,2744.843963625,4276.459083625
410,SWC0002,2400.222086666667,4128.533599833333
411,SWC0002,2475.29673775,4260.27230075
412,SWC0002,2393.102989375,3988.023841875
413,SWC0002,2391.288137,3896.132853333334
414,SWC0002,2424.3045653333334,3696.2964175
415,SWC0002,2256.8994888888888,3722.7542690000005
416,SWC0002,2477.328239625,3858.214279125
417,SWC0002,2959.7243129999997,3650.4599348571423
418,SWC0002,3003.014737272727,3710.607646636364
419,SWC0002,3011.4877777499996,3813.9768905
420,SWC0002,3261.708021333333,3826.370042666667
421,SWC0002,3526.769984857143,3581.602482285714
422,SWC0002,3202.2386017500003,4065.3377075
423,SWC0002,3024.325653125,4120.755905375
424,SWC0002,2735.2205375714284,4100.847612714286
425,SWC0002,3154.346910333333,4391.6788195555555
426,SWC0002,3263.0814819999996,4650.723246333334
427,SWC0002,3612.8193727,4752.2772826
428,SWC0002,2873.0288084999997,4628.562662666666
429,SWC0002,2811.3954470000003,4563.999308166667
430,SWC0002,2499.47557075,4222.211402875
431,SWC0002,2361.012922285714,3753.2132831428576
432,SWC0002,2213.7771638000004,3502.3055145999997
433,SWC0002,4994.907210333334,209.56593016666665
434,SWC0002,4471.820181785714,260.1588919428571
435,SWC0002,4418.433199384615,105.33490928999998
436,SWC0002,4371.709583727273,195.28724392727273
437,SWC0002,4522.8766684,29.432522392
438,SWC0002,4365.160067545455,112.61206470909089
439,SWC0002,4464.392051625,118.6999931375
440,SWC0002,4410.163581111111,151.0892656111111
441,SWC0002,4574.094046571428,155.44177462857144
442,SWC0002,4445.360487222222,198.7018246111111
443,SWC0002,4573.224313071428,92.46131134071429
444,SWC0002,4367.733709800001,148.99910505
445,SWC0002,4529.235517142857,141.06175232857143
446,SWC0002,4387.952896000001,87.07500171
447,SWC0002,4365.147940571428,19.946620669857143
448,SWC0002,4525.574961333333,76.39400227833335
449,SWC0002,4422.5397095,150.13760681
450,SWC0002,4465.341545125,14.309619516749999
451,SWC0002,4340.3828226666665,81.44304911333334
452,SWC0002,4452.836303874999,43.2930309775
453,SWC0002,4467.345895,118.93724495714285
454,SWC0002,4513.259633333334,142.65885671666666
455,SWC0002,4372.8814595,87.88353856166667
456,SWC0002,5278.092631,2594.7372436666665
457,SWC0002,5212.885843833334,2689.058634333333
458,SWC0002,5079.040486833333,2704.3182371666667
459,SWC0002,3883.1437055555557,3462.2370284444446
460,SWC0002,4022.923255111111,3546.191530111111
461,SWC0002,4069.178249666667,3595.3751695555557
462,SWC0002,3768.992107,3825.068155888889
463,SWC0002,3805.5618863333334,3716.846398222222
464,SWC0002,3794.857805888889,4067.0940415555556
465,SWC0002,3783.4320231428574,4089.8451188571426
466,SWC0002,3905.0432806666668,4164.609761666667
467,SWC0002,3757.019451,4234.398704375
468,SWC0002,3823.626020555555,4289.808254777778
469,SWC0002,3698.4951878888887,4718.035535888888
470,SWC0002,3691.7145834444445,4793.719618111111
471,SWC0002,3820.645998,4613.350891124999
472,SWC0002,4046.186228444444,4470.200656444445
473,SWC0002,3859.0978614444443,4587.504313222222
474,SWC0002,3855.3247375,4783.94615175
475,SWC0002,3938.9866230000002,4711.546807111112
476,SWC0002,3945.724865,4628.05268875
477,SWC0002,3988.2046611111114,4646.096883111111
478,SWC0002,4070.98864375,4675.927551375
479,SWC0002,4033.5962526666667,4800.572862444445
480,SWC0002,4203.013417666666,4579.80019788889
481,SWC0002,3954.806091444444,4535.422783666667
482,SWC0002,4268.271979444445,4167.098775222222
483,SWC0002,3963.8269213333333,4573.594807999999
484,SWC0002,4373.702704555555,4642.465671111112
485,SWC0002,5018.5201262499995,4833.952606125
486,SWC0002,5042.725097666666,4760.101115
487,SWC0002,5003.952256888889,4714.897610222222
488,SWC0002,4984.649780285714,4829.080810571429
489,SWC0002,5017.88718957143,4556.356026714287
490,SWC0002,5218.767961571428,4525.8292412857145
491,SWC0002,5428.125854444445,4341.711371666667
492,SWC0002,5229.568929166668,4504.4698893333325
493,SWC0002,5308.437316875,4304.979438750001
494,SWC0002,5279.633938222223,4263.835618777777
495,SWC0002,5224.464518222222,4242.903517000001
496,SWC0002,5355.984817500001,4253.5721436250005
497,SWC0002,5326.077799333333,4248.194668444445
498,SWC0002,5317.691473999999,4203.950731111111
499,SWC0002,5211.742594444444,4176.538852333334
500,SWC0002,5198.017181499999,4118.053863625
501,SWC0002,4296.780447714285,4116.923976428572
502,SWC0002,5436.874466,3325.4316121250004
503,SWC0002,5505.68409725,3715.86306375
504,SWC0002,5507.331854999999,3776.061459
505,SWC0002,5310.706207375,3695.541107375
506,SWC0002,5417.133143714285,3674.5848301428564
507,SWC0002,5379.310370555556,3732.503302888889
508,SWC0002,5106.493882888889,3682.765445333333
509,SWC0002,5151.286361625,3693.9778558750004
510,SWC0002,5168.975599666666,3864.054653666667
511,SWC0002,5280.657728333334,3931.802056222222
512,SWC0002,5371.182196777778,3979.0648600000004
513,SWC0002,5364.6532287499995,4200.692970375
514,SWC0002,5359.5477818571435,4175.109479714286
515,SWC0002,5243.4839785,4205.786773625
516,SWC0002,5334.803954999999,3976.7533094444443
517,SWC0002,5330.006917166666,3844.698934
518,SWC0002,5389.570297375,3487.021776125
519,SWC0002,7219.881327499999,1246.9555255
520,SWC0002,6854.757834727273,961.1955122363637
521,SWC0002,6713.285211727271,1791.6200174545456
522,SWC0002,6652.603916642859,1943.871351
523,SWC0002,7017.598031214286,2548.1639099285712
524,SWC0002,7034.1976073999995,2637.9011068000004
525,SWC0002,5586.039052714286,2503.256094857143
526,SWC0002,6078.215672142857,4319.906084285714
527,SWC0002,5804.668422142857,4239.446140857142
528,SWC0002,5556.791168000002,4186.1620222142865
529,SWC0002,5562.518810083333,4711.988128583333
530,SWC0002,5605.1775299090905,4724.115589545454
531,SWC0002,5551.8940587,4791.6982665000005
532,SWC0002,5869.170477199999,4617.850708
533,SWC0002,5617.654634846154,4114.591801692308
534,SWC0002,5564.382075000001,4116.652849428571
535,SWC0002,5551.434463,4090.702129846153
536,SWC0002,6825.812081499999,4120.368399428571
537,SWC0002,6802.764965799999,4152.0790101
538,SWC0002,6807.271048571428,4173.4080855
539,SWC0002,6844.933515357145,4180.715715857144
540,SWC0002,6837.112848363637,4219.555769636365
541,SWC0002,6777.080113071429,4342.148114857143
542,SWC0002,6759.252929714287,4411.255353714287
543,SWC0003,1215.0159788,4678.4625977
544,SWC0003,3654.900225,670.2880248999999
545,SWC0003,3645.2518223571424,747.8696637785715
546,SWC0003,3671.608067142857,765.5982535142857
547,SWC0003,3431.597133142857,735.9582824714286
548,SWC0003,3439.2991768571424,855.1525791571429
549,SWC0003,3358.737758142857,317.60351781428574
550,SWC0003,3316.9231045,378.16111319285716
551,SWC0003,3369.8734915,397.6153738857143
552,SWC0003,3343.282557928571,423.36199733571436
553,SWC0003,3294.6455949999995,431.9300515357143
554,SWC0003,3322.2624634,455.47787475000007
555,SWC0003,3380.424560642857,458.70723832857135
556,SWC0003,3392.9823280769237,488.78267963076917
557,SWC0003,3351.7832205714285,486.5219486714286
558,SWC0003,3378.3560965714287,539.5613708500001
559,SWC0003,3282.1472953571424,585.4827880857143
560,SWC0003,3148.3303135,747.1125488214285
561,SWC0003,3249.429347428571,974.2375967714286
562,SWC0003,3058.9223807142853,762.7602277357144
563,SWC0003,3080.996346571428,789.0388270785713
564,SWC0003,3084.7101614999992,651.5104021357143
565,SWC0003,3049.4655149999994,676.7814025928573
566,SWC0003,3026.9033814285713,518.8483058285714
567,SWC0003,2948.874206428571,360.52649795714285
568,SWC0003,2822.3798218571424,427.87847901428574
569,SWC0003,2832.749929769231,474.3147324923077
570,SWC0003,2840.45796,517.3987361285714
571,SWC0003,2808.359715,554.6683873000001
572,SWC0003,2781.885164769231,473.2673457307692
573,SWC0003,2775.0415430714284,513.8027125785715
574,SWC0003,2713.440338214286,517.4087153714286
575,SWC0003,2660.7830375714284,556.3999764571429
576,SWC0003,2646.036908857143,453.83190046428575
577,SWC0003,2616.286272428571,505.6140899642857
